sale_id,date,store_id,product_id,quantity_sold,unit_price,total_revenue
104,2025-01-01,2,1726,3,83.67,251.01
105,2025-01-01,2,1470,5,356.59,1782.95
106,2025-01-01,2,1724,8,26.37,210.96
107,2025-01-01,2,1409,9,478.84,4309.56
108,2025-01-01,2,1049,9,413.47,3721.23
109,2025-01-01,2,1485,2,173.19,346.38
110,2025-01-01,2,1210,6,131.34,788.04
111,2025-01-01,2,1082,8,311.76,2494.08
112,2025-01-01,2,1138,3,106.23,318.69
113,2025-01-01,2,1145,10,38.3,383.0
114,2025-01-01,2,1348,2,266.43,532.86
115,2025-01-01,2,1277,1,164.93,164.93
116,2025-01-01,2,1672,8,92.26,738.08
117,2025-01-01,3,1614,10,70.93,709.3
118,2025-01-01,3,1539,1,370.8,370.8
119,2025-01-01,3,1225,4,170.33,681.32
120,2025-01-01,3,1228,2,355.7,711.4
121,2025-01-01,3,1288,1,366.15,366.15
122,2025-01-01,3,1111,4,103.09,412.36
123,2025-01-01,3,1158,5,563.23,2816.15
124,2025-01-01,3,1067,4,409.98,1639.92
125,2025-01-01,3,1466,12,36.44,437.28
126,2025-01-01,3,1293,8,516.18,4129.44
127,2025-01-01,3,1369,5,264.21,1321.05
128,2025-01-01,3,1643,12,509.09,6109.08
129,2025-01-01,3,1468,3,536.04,1608.12
130,2025-01-01,3,1556,11,103.28,1136.08
131,2025-01-01,3,1120,11,529.23,5821.53
132,2025-01-01,3,1340,11,291.09,3201.99
133,2025-01-01,3,1028,2,362.37,724.74
134,2025-01-01,3,1742,13,309.58,4024.54
135,2025-01-01,3,1765,15,257.12,3856.8
136,2025-01-01,3,1041,6,356.69,2140.14
137,2025-01-01,3,1297,8,121.2,969.6
138,2025-01-01,3,1595,2,350.98,701.96
139,2025-01-01,3,1065,15,75.22,1128.3
140,2025-01-01,3,1301,10,494.15,4941.5
141,2025-01-01,3,1014,2,229.07,458.14
142,2025-01-01,3,1237,6,167.63,1005.78
143,2025-01-01,3,1698,10,94.26,942.6
144,2025-01-01,3,1281,4,382.84,1531.36
145,2025-01-01,3,1376,7,577.43,4042.01
146,2025-01-01,3,1267,14,286.93,4017.02
147,2025-01-01,3,1564,7,306.63,2146.41
148,2025-01-01,3,1256,2,178.03,356.06
149,2025-01-01,3,1598,12,141.87,1702.44
150,2025-01-01,3,1099,5,218.25,1091.25
151,2025-01-01,3,1122,15,531.35,7970.25
152,2025-01-01,3,1667,8,430.26,3442.08
153,2025-01-01,3,1150,13,336.24,4371.12
154,2025-01-01,3,1720,5,566.83,2834.15
155,2025-01-01,3,1780,7,578.43,4049.01
156,2025-01-01,3,1607,13,75.19,977.47
157,2025-01-01,3,1413,6,43.45,260.7
158,2025-01-01,3,1086,4,129.93,519.72
159,2025-01-01,3,1485,7,173.19,1212.33
160,2025-01-01,3,1004,3,62.98,188.94
161,2025-01-01,3,1062,6,256.08,1536.48
162,2025-01-01,3,1758,13,526.73,6847.49
163,2025-01-01,3,1400,5,497.23,2486.15
164,2025-01-01,3,1592,3,500.28,1500.84
165,2025-01-01,3,1311,10,485.39,4853.9
166,2025-01-01,3,1746,7,531.44,3720.08
167,2025-01-01,3,1135,8,573.53,4588.24
168,2025-01-01,3,1362,13,466.63,6066.19
169,2025-01-01,3,1035,7,37.8,264.6
170,2025-01-01,3,1710,12,95.0,1140.0
171,2025-01-01,3,1712,4,111.14,444.56
172,2025-01-01,3,1074,11,314.48,3459.28
173,2025-01-01,3,1662,3,139.63,418.89
174,2025-01-01,3,1690,8,278.85,2230.8
175,2025-01-01,3,1695,2,350.75,701.5
176,2025-01-01,3,1405,2,222.11,444.22
177,2025-01-01,3,1248,11,514.05,5654.55
178,2025-01-01,3,1451,8,378.4,3027.2
179,2025-01-01,3,1535,12,223.99,2687.88
180,2025-01-01,3,1040,6,249.38,1496.28
181,2025-01-01,3,1542,2,254.4,508.8
182,2025-01-01,3,1548,7,568.18,3977.26
183,2025-01-01,3,1721,1,352.93,352.93
184,2025-01-01,3,1130,11,281.45,3095.95
185,2025-01-01,3,1663,6,353.59,2121.54
186,2025-01-01,3,1492,8,85.39,683.12
187,2025-01-01,4,1540,5,635.67,3178.35
188,2025-01-01,4,1553,2,493.11,986.22
189,2025-01-01,4,1461,12,644.08,7728.96
190,2025-01-01,4,1743,1,370.12,370.12
191,2025-01-01,4,1631,10,121.47,1214.7
192,2025-01-01,4,1075,7,39.03,273.21
193,2025-01-01,4,1775,2,533.88,1067.76
194,2025-01-01,4,1363,14,208.52,2919.28
195,2025-01-01,4,1732,5,119.64,598.2
196,2025-01-01,4,1654,14,343.23,4805.22
197,2025-01-01,4,1403,9,562.61,5063.49
198,2025-01-01,4,1478,8,318.76,2550.08
199,2025-01-01,4,1145,2,38.3,76.6
200,2025-01-01,4,1687,1,220.19,220.19
201,2025-01-01,4,1473,4,463.7,1854.8
202,2025-01-01,4,1317,10,305.91,3059.1
203,2025-01-01,4,1454,5,541.18,2705.9
204,2025-01-01,4,1370,11,253.5,2788.5
205,2025-01-01,4,1001,1,454.54,454.54
206,2025-01-01,4,1295,14,419.11,5867.54
207,2025-01-01,4,1622,10,37.9,379.0
208,2025-01-01,4,1277,12,164.93,1979.16
209,2025-01-01,4,1152,11,358.88,3947.68
210,2025-01-01,4,1577,2,485.55,971.1
211,2025-01-01,4,1713,10,294.12,2941.2
212,2025-01-01,4,1058,1,189.99,189.99
213,2025-01-01,4,1069,9,478.15,4303.35
214,2025-01-01,4,1537,9,259.31,2333.79
215,2025-01-01,4,1117,12,182.26,2187.12
216,2025-01-01,4,1087,9,415.12,3736.08
217,2025-01-01,4,1122,8,531.35,4250.8
218,2025-01-01,4,1119,1,431.43,431.43
219,2025-01-01,4,1468,5,536.04,2680.2
220,2025-01-01,4,1239,5,575.16,2875.8
221,2025-01-01,4,1772,3,103.26,309.78
222,2025-01-01,4,1532,7,441.94,3093.58
223,2025-01-01,4,1739,6,470.13,2820.78
224,2025-01-01,4,1183,1,59.36,59.36
225,2025-01-01,4,1224,5,374.25,1871.25
226,2025-01-01,4,1375,5,397.18,1985.9
227,2025-01-01,4,1300,5,159.6,798.0
228,2025-01-01,4,1163,3,332.24,996.72
229,2025-01-01,4,1387,2,390.56,781.12
230,2025-01-01,4,1714,11,522.71,5749.81
231,2025-01-01,4,1138,9,106.23,956.07
232,2025-01-01,4,1394,5,470.34,2351.7
233,2025-01-01,4,1166,5,192.93,964.65
234,2025-01-01,4,1272,6,623.22,3739.32
235,2025-01-01,4,1392,13,387.39,5036.07
236,2025-01-01,4,1506,15,523.47,7852.05
237,2025-01-01,4,1301,14,494.15,6918.1
238,2025-01-01,4,1204,7,168.37,1178.59
239,2025-01-01,4,1181,14,553.52,7749.28
240,2025-01-01,4,1637,10,244.54,2445.4
241,2025-01-01,4,1098,12,427.67,5132.04
242,2025-01-01,4,1479,10,574.03,5740.3
243,2025-01-01,4,1746,1,531.44,531.44
244,2025-01-01,4,1076,15,392.6,5889.0
245,2025-01-01,4,1737,6,186.66,1119.96
246,2025-01-01,4,1284,4,326.68,1306.72
247,2025-01-01,4,1289,2,31.18,62.36
248,2025-01-01,4,1323,15,481.19,7217.85
249,2025-01-01,4,1332,8,489.82,3918.56
250,2025-01-01,4,1306,11,513.61,5649.71
251,2025-01-01,4,1157,1,209.38,209.38
252,2025-01-01,4,1140,2,369.02,738.04
253,2025-01-01,4,1459,10,206.39,2063.9
254,2025-01-01,4,1693,9,608.01,5472.09
255,2025-01-01,4,1655,7,168.89,1182.23
256,2025-01-01,4,1327,4,350.15,1400.6
257,2025-01-01,4,1278,4,399.58,1598.32
258,2025-01-01,4,1565,9,366.25,3296.25
259,2025-01-01,4,1752,2,575.79,1151.58
260,2025-01-01,4,1524,4,40.41,161.64
261,2025-01-01,5,1668,4,123.36,493.44
262,2025-01-01,5,1755,8,400.46,3203.68
263,2025-01-01,5,1032,11,360.79,3968.69
264,2025-01-01,5,1602,5,197.08,985.4
265,2025-01-01,5,1430,8,344.31,2754.48
266,2025-01-01,5,1767,13,129.22,1679.86
267,2025-01-01,5,1008,12,480.48,5765.76
268,2025-01-01,5,1619,11,77.56,853.16
269,2025-01-01,5,1470,2,356.59,713.18
270,2025-01-01,5,1739,12,470.13,5641.56
271,2025-01-01,5,1243,3,206.87,620.61
272,2025-01-01,5,1696,10,486.17,4861.7
273,2025-01-01,5,1367,9,175.16,1576.44
274,2025-01-01,5,1079,11,487.31,5360.41
275,2025-01-01,5,1345,5,337.89,1689.45
276,2025-01-01,5,1182,4,222.15,888.6
277,2025-01-01,5,1669,15,102.43,1536.45
278,2025-01-01,5,1471,1,85.29,85.29
279,2025-01-01,5,1071,10,541.1,5411.0
280,2025-01-01,5,1639,13,271.98,3535.74
281,2025-01-01,5,1620,5,416.92,2084.6
282,2025-01-01,5,1454,12,541.18,6494.16
283,2025-01-01,5,1711,3,124.26,372.78
284,2025-01-01,5,1168,15,310.91,4663.65
285,2025-01-01,5,1520,14,154.51,2163.14
286,2025-01-01,5,1147,10,332.39,3323.9
287,2025-01-01,5,1275,9,631.35,5682.15
288,2025-01-01,5,1423,2,269.31,538.62
289,2025-01-01,5,1149,3,399.22,1197.66
290,2025-01-01,5,1118,6,395.61,2373.66
291,2025-01-01,5,1039,9,180.32,1622.88
292,2025-01-01,5,1249,7,597.26,4180.82
293,2025-01-01,5,1201,2,24.89,49.78
294,2025-01-01,5,1705,8,83.47,667.76
295,2025-01-01,5,1433,7,497.61,3483.27
296,2025-01-01,5,1606,8,466.83,3734.64
297,2025-01-01,5,1220,10,228.02,2280.2
298,2025-01-01,5,1094,12,459.43,5513.16
299,2025-01-01,5,1551,15,221.1,3316.5
300,2025-01-01,5,1251,8,196.9,1575.2
301,2025-01-01,5,1211,4,158.65,634.6
302,2025-01-01,5,1167,5,215.63,1078.15
303,2025-01-01,5,1348,3,266.43,799.29
304,2025-01-01,5,1710,1,95.0,95.0
305,2025-01-01,5,1246,7,203.73,1426.11
306,2025-01-01,5,1597,3,104.11,312.33
307,2025-01-01,5,1355,11,120.11,1321.21
308,2025-01-01,5,1595,4,350.98,1403.92
309,2025-01-01,5,1578,14,442.48,6194.72
310,2025-01-01,5,1244,11,168.58,1854.38
311,2025-01-01,5,1317,11,305.91,3365.01
312,2025-01-01,5,1518,11,495.45,5449.95
313,2025-01-01,5,1135,10,573.53,5735.3
314,2025-01-01,5,1248,4,514.05,2056.2
315,2025-01-01,5,1360,3,415.45,1246.35
316,2025-01-01,5,1202,1,41.12,41.12
317,2025-01-01,5,1666,10,233.14,2331.4
318,2025-01-01,5,1274,2,147.52,295.04
319,2025-01-01,5,1300,9,159.6,1436.4
320,2025-01-01,5,1435,9,349.55,3145.95
321,2025-01-01,5,1112,11,409.22,4501.42
322,2025-01-01,5,1712,15,111.14,1667.1
323,2025-01-01,5,1555,1,309.03,309.03
324,2025-01-01,5,1196,14,53.05,742.7
325,2025-01-01,5,1672,14,92.26,1291.64
326,2025-01-01,5,1719,3,124.74,374.22
327,2025-01-01,5,1280,2,210.89,421.78
328,2025-01-01,5,1230,4,530.98,2123.92
329,2025-01-01,5,1124,3,109.13,327.39
330,2025-01-01,6,1030,5,101.79,508.95
331,2025-01-01,6,1227,13,79.56,1034.28
332,2025-01-01,6,1746,5,531.44,2657.2
333,2025-01-01,6,1516,11,259.17,2850.87
334,2025-01-01,6,1654,3,343.23,1029.69
335,2025-01-01,6,1371,14,536.12,7505.68
336,2025-01-01,6,1184,1,135.32,135.32
337,2025-01-01,6,1059,8,224.66,1797.28
338,2025-01-01,6,1473,1,463.7,463.7
339,2025-01-01,6,1199,11,73.75,811.25
340,2025-01-01,6,1456,10,303.52,3035.2
341,2025-01-01,6,1046,14,386.76,5414.64
342,2025-01-01,6,1540,5,635.67,3178.35
343,2025-01-01,6,1216,15,262.84,3942.6
344,2025-01-01,6,1265,10,233.58,2335.8
345,2025-01-01,6,1391,5,98.98,494.9
346,2025-01-01,6,1490,3,526.51,1579.53
347,2025-01-01,6,1243,3,206.87,620.61
348,2025-01-01,6,1770,15,313.15,4697.25
349,2025-01-01,6,1396,6,145.05,870.3
350,2025-01-01,6,1124,13,109.13,1418.69
351,2025-01-01,6,1733,2,333.08,666.16
352,2025-01-01,6,1170,9,67.66,608.94
353,2025-01-01,6,1224,3,374.25,1122.75
354,2025-01-01,6,1598,1,141.87,141.87
355,2025-01-01,6,1139,5,124.93,624.65
356,2025-01-01,6,1082,8,311.76,2494.08
357,2025-01-01,6,1160,4,348.4,1393.6
358,2025-01-01,6,1744,1,74.18,74.18
359,2025-01-01,6,1342,9,201.7,1815.3
360,2025-01-01,6,1551,9,221.1,1989.9
361,2025-01-01,6,1491,3,249.92,749.76
362,2025-01-01,6,1438,1,506.43,506.43
363,2025-01-01,6,1197,6,183.71,1102.26
364,2025-01-01,6,1739,8,470.13,3761.04
365,2025-01-01,6,1299,15,37.39,560.85
366,2025-01-01,6,1685,2,75.15,150.3
367,2025-01-01,6,1301,5,494.15,2470.75
368,2025-01-01,6,1315,1,202.07,202.07
369,2025-01-01,6,1120,1,529.23,529.23
370,2025-01-01,6,1365,14,180.95,2533.3
371,2025-01-01,6,1013,2,352.24,704.48
372,2025-01-01,6,1462,5,545.18,2725.9
373,2025-01-01,6,1140,8,369.02,2952.16
374,2025-01-01,6,1319,13,491.59,6390.67
375,2025-01-01,6,1519,10,366.94,3669.4
376,2025-01-01,6,1407,15,95.35,1430.25
377,2025-01-01,6,1316,12,144.55,1734.6
378,2025-01-01,6,1759,7,422.91,2960.37
379,2025-01-01,6,1039,1,180.32,180.32
380,2025-01-01,6,1528,13,117.62,1529.06
381,2025-01-01,6,1534,1,467.19,467.19
382,2025-01-01,6,1116,6,383.92,2303.52
383,2025-01-01,6,1717,6,300.66,1803.96
384,2025-01-01,6,1079,9,487.31,4385.79
385,2025-01-01,6,1570,3,65.11,195.33
386,2025-01-01,6,1330,12,404.62,4855.44
387,2025-01-01,6,1303,1,53.54,53.54
388,2025-01-01,6,1349,2,202.46,404.92
389,2025-01-01,6,1448,3,384.49,1153.47
390,2025-01-01,6,1764,6,314.98,1889.88
391,2025-01-01,6,1708,15,220.3,3304.5
392,2025-01-01,6,1616,5,329.32,1646.6
393,2025-01-01,6,1704,1,262.5,262.5
394,2025-01-01,6,1506,10,523.47,5234.7
395,2025-01-01,6,1576,8,389.13,3113.04
396,2025-01-01,6,1261,3,378.15,1134.45
397,2025-01-01,6,1546,12,36.16,433.92
398,2025-01-01,7,1655,12,168.89,2026.68
399,2025-01-01,7,1385,10,574.24,5742.4
400,2025-01-01,7,1447,12,386.89,4642.68
401,2025-01-01,7,1300,8,159.6,1276.8
402,2025-01-01,7,1161,2,38.89,77.78
403,2025-01-01,7,1070,9,81.58,734.22
404,2025-01-01,7,1724,12,26.37,316.44
405,2025-01-01,7,1677,5,250.95,1254.75
406,2025-01-01,7,1769,7,391.26,2738.82
407,2025-01-01,7,1700,9,235.66,2120.94
408,2025-01-01,7,1240,12,295.83,3549.96
409,2025-01-01,7,1416,9,131.99,1187.91
410,2025-01-01,7,1396,4,145.05,580.2
411,2025-01-01,7,1321,4,297.61,1190.44
412,2025-01-01,7,1264,11,104.69,1151.59
413,2025-01-01,7,1580,12,89.53,1074.36
414,2025-01-01,7,1749,14,491.73,6884.22
415,2025-01-01,7,1213,15,151.83,2277.45
416,2025-01-01,7,1514,9,107.03,963.27
417,2025-01-01,7,1517,8,299.85,2398.8
418,2025-01-01,7,1034,8,631.65,5053.2
419,2025-01-01,7,1175,7,460.53,3223.71
420,2025-01-01,7,1684,9,281.4,2532.6
421,2025-01-01,7,1134,9,179.23,1613.07
422,2025-01-01,7,1418,8,466.16,3729.28
423,2025-01-01,7,1386,1,546.71,546.71
424,2025-01-01,7,1732,4,119.64,478.56
425,2025-01-01,7,1236,4,299.37,1197.48
426,2025-01-01,7,1009,9,100.64,905.76
427,2025-01-01,7,1507,4,311.52,1246.08
428,2025-01-01,7,1607,11,75.19,827.09
429,2025-01-01,7,1068,14,217.44,3044.16
430,2025-01-01,7,1083,11,513.94,5653.34
431,2025-01-01,7,1331,6,345.91,2075.46
432,2025-01-01,7,1214,2,481.89,963.78
433,2025-01-01,7,1767,1,129.22,129.22
434,2025-01-01,7,1615,3,41.7,125.1
435,2025-01-01,7,1373,8,113.47,907.76
436,2025-01-01,7,1644,3,588.23,1764.69
437,2025-01-01,7,1203,14,252.42,3533.88
438,2025-01-01,7,1149,9,399.22,3592.98
439,2025-01-01,7,1703,6,59.01,354.06
440,2025-01-01,7,1506,9,523.47,4711.23
441,2025-01-01,7,1414,2,105.58,211.16
442,2025-01-01,7,1340,4,291.09,1164.36
443,2025-01-01,7,1191,9,124.13,1117.17
444,2025-01-01,7,1306,3,513.61,1540.83
445,2025-01-01,7,1688,3,410.54,1231.62
446,2025-01-01,7,1394,1,470.34,470.34
447,2025-01-01,7,1047,8,103.76,830.08
448,2025-01-01,7,1289,2,31.18,62.36
449,2025-01-01,7,1225,8,170.33,1362.64
450,2025-01-01,7,1430,2,344.31,688.62
451,2025-01-01,7,1305,14,212.74,2978.36
452,2025-01-01,7,1130,2,281.45,562.9
453,2025-01-01,7,1085,3,103.89,311.67
454,2025-01-01,7,1581,8,196.03,1568.24
455,2025-01-01,7,1681,4,440.47,1761.88
456,2025-01-01,7,1711,15,124.26,1863.9
457,2025-01-01,7,1630,12,500.26,6003.12
458,2025-01-01,7,1357,12,176.79,2121.48
459,2025-01-01,7,1150,12,336.24,4034.88
460,2025-01-01,7,1557,15,503.16,7547.4
461,2025-01-01,7,1432,12,79.08,948.96
462,2025-01-01,7,1035,11,37.8,415.8
463,2025-01-01,7,1710,9,95.0,855.0
464,2025-01-01,7,1172,11,158.3,1741.3
465,2025-01-01,7,1738,8,508.6,4068.8
466,2025-01-01,7,1573,12,303.04,3636.48
467,2025-01-01,7,1562,4,493.57,1974.28
468,2025-01-01,7,1055,6,304.05,1824.3
469,2025-01-01,7,1230,7,530.98,3716.86
470,2025-01-01,7,1301,9,494.15,4447.35
471,2025-01-01,8,1743,1,370.12,370.12
472,2025-01-01,8,1095,14,437.25,6121.5
473,2025-01-01,8,1271,6,59.88,359.28
474,2025-01-01,8,1374,9,328.19,2953.71
475,2025-01-01,8,1145,4,38.3,153.2
476,2025-01-01,8,1727,1,400.89,400.89
477,2025-01-01,8,1688,2,410.54,821.08
478,2025-01-01,8,1248,15,514.05,7710.75
479,2025-01-01,8,1267,3,286.93,860.79
480,2025-01-01,8,1649,15,54.55,818.25
481,2025-01-01,8,1121,6,210.77,1264.62
482,2025-01-01,8,1288,5,366.15,1830.75
483,2025-01-01,8,1514,13,107.03,1391.39
484,2025-01-01,8,1624,5,504.64,2523.2
485,2025-01-01,8,1643,9,509.09,4581.81
486,2025-01-01,8,1163,2,332.24,664.48
487,2025-01-01,8,1676,13,377.21,4903.73
488,2025-01-01,8,1230,13,530.98,6902.74
489,2025-01-01,8,1721,8,352.93,2823.44
490,2025-01-01,8,1189,7,276.21,1933.47
491,2025-01-01,8,1471,8,85.29,682.32
492,2025-01-01,8,1313,15,278.45,4176.75
493,2025-01-01,8,1104,1,211.58,211.58
494,2025-01-01,8,1447,2,386.89,773.78
495,2025-01-01,8,1438,1,506.43,506.43
496,2025-01-01,8,1050,11,504.14,5545.54
497,2025-01-01,8,1413,14,43.45,608.3
498,2025-01-01,8,1690,3,278.85,836.55
499,2025-01-01,8,1187,10,84.12,841.2
500,2025-01-01,8,1618,7,414.23,2899.61
501,2025-01-01,8,1384,10,156.71,1567.1
502,2025-01-01,8,1237,12,167.63,2011.56
503,2025-01-01,8,1055,2,304.05,608.1
504,2025-01-01,8,1117,10,182.26,1822.6
505,2025-01-01,8,1234,6,528.61,3171.66
506,2025-01-01,8,1417,10,162.05,1620.5
507,2025-01-01,8,1343,15,60.88,913.2
508,2025-01-01,8,1636,6,614.01,3684.06
509,2025-01-01,8,1148,14,75.72,1060.08
510,2025-01-01,8,1501,12,195.06,2340.72
511,2025-01-01,8,1482,7,276.18,1933.26
512,2025-01-01,8,1255,5,152.45,762.25
513,2025-01-01,8,1329,9,196.64,1769.76
514,2025-01-01,8,1092,15,117.43,1761.45
515,2025-01-01,8,1746,14,531.44,7440.16
516,2025-01-01,8,1136,12,29.48,353.76
517,2025-01-01,8,1227,4,79.56,318.24
518,2025-01-01,8,1667,11,430.26,4732.86
519,2025-01-01,8,1421,13,537.66,6989.58
520,2025-01-01,8,1276,14,90.17,1262.38
521,2025-01-01,8,1622,5,37.9,189.5
522,2025-01-01,8,1244,15,168.58,2528.7
523,2025-01-01,8,1131,2,544.86,1089.72
524,2025-01-01,8,1098,2,427.67,855.34
525,2025-01-01,8,1005,6,120.75,724.5
526,2025-01-01,8,1718,2,435.63,871.26
527,2025-01-01,8,1278,10,399.58,3995.8
528,2025-01-01,8,1751,13,387.68,5039.84
529,2025-01-01,8,1335,5,426.63,2133.15
530,2025-01-01,8,1523,3,358.08,1074.24
531,2025-01-01,8,1548,9,568.18,5113.62
532,2025-01-01,8,1537,5,259.31,1296.55
533,2025-01-01,8,1770,7,313.15,2192.05
534,2025-01-01,8,1774,14,507.96,7111.44
535,2025-01-01,8,1049,15,413.47,6202.05
536,2025-01-01,8,1363,9,208.52,1876.68
537,2025-01-01,8,1590,4,554.38,2217.52
538,2025-01-01,8,1752,3,575.79,1727.37
539,2025-01-01,9,1331,5,345.91,1729.55
540,2025-01-01,9,1049,8,413.47,3307.76
541,2025-01-01,9,1575,2,251.58,503.16
542,2025-01-01,9,1075,15,39.03,585.45
543,2025-01-01,9,1707,8,164.75,1318.0
544,2025-01-01,9,1114,5,578.95,2894.75
545,2025-01-01,9,1061,5,322.92,1614.6
546,2025-01-01,9,1447,8,386.89,3095.12
547,2025-01-01,9,1611,3,502.4,1507.2
548,2025-01-01,9,1516,9,259.17,2332.53
549,2025-01-01,9,1595,9,350.98,3158.82
550,2025-01-01,9,1195,7,62.11,434.77
551,2025-01-01,9,1660,7,141.36,989.52
552,2025-01-01,9,1633,10,143.65,1436.5
553,2025-01-01,9,1773,11,552.43,6076.73
554,2025-01-01,9,1053,15,262.81,3942.15
555,2025-01-01,9,1116,7,383.92,2687.44
556,2025-01-01,9,1332,6,489.82,2938.92
557,2025-01-01,9,1626,15,68.81,1032.15
558,2025-01-01,9,1486,6,543.68,3262.08
559,2025-01-01,9,1564,9,306.63,2759.67
560,2025-01-01,9,1477,6,575.43,3452.58
561,2025-01-01,9,1290,6,274.11,1644.66
562,2025-01-01,9,1176,8,336.81,2694.48
563,2025-01-01,9,1153,4,41.87,167.48
564,2025-01-01,9,1771,15,411.2,6168.0
